industry1,industry2,value
Cattle bredding,Air transport,15.80781783
Cattle bredding,Warehousing,0.376748896
Cattle bredding,Support activities for land transport,2.578837349
Cattle bredding,Other support activities for transport,10.99497542
Cattle bredding,Postal and courier activities,0.028906422
Cattle bredding,Wireless telecommunications,8.398367799
Cattle bredding,Wired telecommunications,24.03938074
Cattle bredding,Other telecommunications activities,5.399449341
Cattle bredding,Information services activities,121.5660954
Cattle bredding,Publishing activities,4.489903617
Cattle bredding,Banking monetary intermediation,102.1113663
Cattle bredding,Insurance activities,23.37859844
Cattle bredding,Auxiliary financial activities,20.5325369
Cattle bredding,Real estate activities,5.109651655
Cattle bredding,Housing services,0
Cattle bredding,Legal and accounting services,5.771329551
Cattle bredding,Architectural and engineering services,24.04049972
Cattle bredding,Other professional activities,70.89102542
Cattle bredding,Rental and leasing activities,8.065668625
Cattle bredding,Business support activities,41.65898843
Cattle bredding,Public administration,395.8861525
Cattle bredding,Public education,51.73459714
Cattle bredding,Private education,47.18136767
Cattle bredding,Public health activities,208.5151142
Cattle bredding,Private health activities,292.6072894
Cattle bredding,Activities of organizations,434.6513665
Cattle bredding,Artistic and entertainment activities,13.41800308
Cattle bredding,Other personal services,1.222688845
Pigs breeding,Cultivation of annual crops,1.047856148
Pigs breeding,Cultivation of vegetables,0.377049786
Pigs breeding,Cultivation of grapes,0.57408524
Pigs breeding,Cultivation of other fruits,1.50387492
Pigs breeding,Cattle bredding,1.231277204
Pigs breeding,Pigs breeding,0.488503052
Pigs breeding,Chicken breeding,0.898977408
Pigs breeding,Breeding of other animals,0.119683605
Pigs breeding,Farming services,0.079036578
Pigs breeding,Forestry,0.222789927
Pigs breeding,Aquaculture,0.57470643
Pigs breeding,Extractive fishing,0.006485732
Pigs breeding,Coal mining,0.016926173
Pigs breeding,Crude oil and gas mining,0.061517961
Pigs breeding,Copper mining,35.55390991
Pigs breeding,Iron mining,0.027291504
Pigs breeding,Mining of other metals,0.099349395
Pigs breeding,Other mining activities and mining services,0.293594111
Pigs breeding,Processing and preserving of meat,600725.4405
Pigs breeding,Processing and preserving of fishmeal and fish oil,0.902967401
Pigs breeding,Processing and preserving of fish,13.5120821
Pigs breeding,Processing and preserving of fruits and vegetables,6.913894071
Pigs breeding,Manufacture of vegetable and animal oils,1.66523129
Pigs breeding,Manufacture of dairy products,11.0948784
Pigs breeding,Manufacture of grain mill products,6.413830364
Pigs breeding,Manufacture of prepared animal feeds,8.031092368
Pigs breeding,Manufacture of bakery products,8.226155383
Pigs breeding,Manufacture of macaroni noodles and other related products,0.157547295
Pigs breeding,Manufacture of other food products,10.45967506
Pigs breeding,Distilling rectifying and blending of spirits,2.808283915
Pigs breeding,Manufacture of wines,20.01377079
Pigs breeding,Manufacture of beers,9.180029421
Pigs breeding,Manufacture of soft drinks,18.43917197
Pigs breeding,Manufacture of tobacco products,2.41372863
Pigs breeding,Manufacture of textile products,3.238897294
Pigs breeding,Manufacture of wearing apparel,9.073796878
Pigs breeding,Manufacture of leather products,0.221653478
Pigs breeding,Manufacture of footwear,0.712196139
Pigs breeding,Sawmilling and planing of wood,12.71333979
Pigs breeding,Manufacture of wood products,11.37522355
Pigs breeding,Manufacture of pulp and paper,11.25026289
Pigs breeding,Manufacture of containers of paper,4.11384513
Pigs breeding,Manufacture of other paper products,8.650318002
Pigs breeding,Printing,6.201194479
Pigs breeding,Manufacture of refined petroleum products,8.618856078
Pigs breeding,Manufacture of basic chemicals,9.201404278
Pigs breeding,Manufacture of paints,3.229878542
Pigs breeding,Manufacture of pharmaceutical products,26.4743189
Pigs breeding,Manufacture of soap detergents and toilet products,10.91523179
Pigs breeding,Manufacture of other chemical products,5.710988313
Pigs breeding,Manufacture of rubber products,0.148418749
Pigs breeding,Manufacture of plastic products,5.714848367
Pigs breeding,Manufacture of glass and glass products,1.520154191
Pigs breeding,Manufacture of cement,5.209063865
Pigs breeding,Manufacture of concrete and concrete products,14.57353718
Pigs breeding,Manufacture of basic iron and steel,3.387295244
Pigs breeding,Manufacture of other basic metals,1.676098446
Pigs breeding,Manufacture of fabricated metal products,19.08716084
Pigs breeding,Manufacture of industrial and domestic machinery and equipment,8.226463184
Pigs breeding,Manufacture of electric and electronic machinery and equipment,3.028959218
Pigs breeding,Manufacture of transport equipment,5.260687889
Pigs breeding,Manufacture of furniture,5.779694874
Pigs breeding,Repair and installation of machinery and other manufacturing,3.660244294
Pigs breeding,Electric power generation,6.646497283
Pigs breeding,Transmission of electric power,0.104364678
Pigs breeding,Distribution of electric power,1.232417936
Pigs breeding,Gas and steam manufacture and supply,19.75767697
Pigs breeding,Water collection treatment and supply,1.207676331
Pigs breeding,Waste collection and recycling activities,0.868072453
Pigs breeding,Construction of residential buildings,19.46263216
Pigs breeding,Construction of non-residential buildings,6.802203379
Pigs breeding,Civil engineering,0.968487574
Pigs breeding,Specialized construction activities,0.495422508
Pigs breeding,Wholesale and retail trade of motor vehicles,16.55732296
Pigs breeding,Wholesale trade,106.5775475
Pigs breeding,Retail trade,70.24786579
Pigs breeding,Accommodation,1.527083003
Pigs breeding,Food and beverage service activities,6.81156971
Pigs breeding,Transport via railways,1.174614832
Pigs breeding,Other passenger land transport,2.508454707
Pigs breeding,Freight transport by road,3.36884869
Pigs breeding,Transport via pipeline,0.012488962
Pigs breeding,Water transport,0.684079663
Pigs breeding,Air transport,8.158582804
Pigs breeding,Warehousing,2.856276904
Pigs breeding,Support activities for land transport,4.99954733
Pigs breeding,Other support activities for transport,2.704158125
Pigs breeding,Postal and courier activities,0.366537305
Pigs breeding,Wireless telecommunications,14.10009749
Pigs breeding,Wired telecommunications,6.542391054
Pigs breeding,Other telecommunications activities,17.36569142
Pigs breeding,Information services activities,38.39242134
Pigs breeding,Publishing activities,12.24092792
Pigs breeding,Banking monetary intermediation,56.34499214
Pigs breeding,Insurance activities,29.83358102
Pigs breeding,Auxiliary financial activities,13.90522331
Pigs breeding,Real estate activities,25.10359132
Pigs breeding,Housing services,0
Pigs breeding,Legal and accounting services,18.37998759
Pigs breeding,Architectural and engineering services,37.5365504
Pigs breeding,Other professional activities,82.87252564
Pigs breeding,Rental and leasing activities,12.29271823
Pigs breeding,Business support activities,59.9117068
Pigs breeding,Public administration,25.02062231
Pigs breeding,Public education,12.38854279
Pigs breeding,Private education,25.14145893
Pigs breeding,Public health activities,10.71567527
Pigs breeding,Private health activities,15.92370637
Pigs breeding,Activities of organizations,0.507716818
Pigs breeding,Artistic and entertainment activities,7.223897903
Pigs breeding,Other personal services,0.616772831
Chicken breeding,Cultivation of annual crops,9.068084839
Chicken breeding,Cultivation of vegetables,0.021043674
Chicken breeding,Cultivation of grapes,0.039329343
Chicken breeding,Cultivation of other fruits,0.074826999
Chicken breeding,Cattle bredding,4645.183719
Chicken breeding,Pigs breeding,3579.659201
Chicken breeding,Chicken breeding,26112.52346
Chicken breeding,Breeding of other animals,9.422660501
Chicken breeding,Farming services,0.014408433
Chicken breeding,Forestry,0.03638982
Chicken breeding,Aquaculture,4.418686151
Chicken breeding,Extractive fishing,0.007231214
Chicken breeding,Coal mining,0
Chicken breeding,Crude oil and gas mining,0.028469894
Chicken breeding,Copper mining,7.30183244
Chicken breeding,Iron mining,0.002787053
Chicken breeding,Mining of other metals,0.015915338
Chicken breeding,Other mining activities and mining services,0.010870913
Chicken breeding,Processing and preserving of meat,720043.6458
Chicken breeding,Processing and preserving of fishmeal and fish oil,10.08785268
Chicken breeding,Processing and preserving of fish,0.07032055
Chicken breeding,Processing and preserving of fruits and vegetables,0.787237878
Chicken breeding,Manufacture of vegetable and animal oils,547.7949255
Chicken breeding,Manufacture of dairy products,154817.1864
Chicken breeding,Manufacture of grain mill products,7.310011397
Chicken breeding,Manufacture of prepared animal feeds,0.374510383
Chicken breeding,Manufacture of bakery products,1715.402119
Chicken breeding,Manufacture of macaroni noodles and other related products,0.017277078
Chicken breeding,Manufacture of other food products,2905.525704
Chicken breeding,Distilling rectifying and blending of spirits,0.008203699
Chicken breeding,Manufacture of wines,1082.458614
Chicken breeding,Manufacture of beers,0.305735701
Chicken breeding,Manufacture of soft drinks,2.184465877
Chicken breeding,Manufacture of tobacco products,0.000813797
Chicken breeding,Manufacture of textile products,3121.629497
Chicken breeding,Manufacture of wearing apparel,1.365469377
Chicken breeding,Manufacture of leather products,366.6902561
Chicken breeding,Manufacture of footwear,0.299634749
Chicken breeding,Sawmilling and planing of wood,1.115574071
Chicken breeding,Manufacture of wood products,0.484023498
